X,Y,Z,azimuth,dip,polarity,formation
621055.3,2476423.6,386.8,95.42,40.67,1,Natih
620946.8,2477202.1,422.9,64.09,31.27,1,Natih
620654.0,2477876.9,400.8,35.63,23.69,1,Natih
615165.0,2477880.4,430.0,295.93,28.75,1,Natih
615490.6,2478291.3,435.0,295.54,28.59,1,Natih
