X,Y,Z,formation
617399.4,2477131.4,464.0,Jurassic
617137.0,2477069.6,471.0,Jurassic
616967.0,2476719.3,452.0,Jurassic
617256.3,2476661.1,555.0,Jurassic
617629.5,2476742.6,571.0,Jurassic
